fecha,estacion,latitud,longitud,PM10
2007-07-16,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,59.70580401
2007-07-19,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,85.47092334
2007-07-22,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,40.53974059
2007-07-25,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,85.07620707
2007-07-28,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,88.59850899
2007-07-31,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,37.27447803
2007-08-03,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,38.8288897
2007-08-09,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,15.42038245
2007-08-15,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,27.82201659
2007-08-18,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,33.28678419
2007-08-23,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,56.61320596
2007-08-29,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,62.44821061
2007-09-01,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,86.94662095
2007-09-04,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,59.57751438
2007-09-07,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,110.584467
2007-09-19,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,90.98841153
2007-09-22,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,104.0252726
2007-09-25,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,75.25643232
2007-09-28,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,92.02597747
2007-09-30,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,42.60785079
2007-10-03,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,56.05654961
2007-10-06,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,38.18708841
2007-10-09,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,37.64470468
2007-10-15,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,44.09497037
2007-10-18,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,7.77287866
2007-10-21,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,50.55095965
2007-10-24,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,24.11602217
2007-10-27,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,29.5434091
2007-10-30,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,24.74074296
2007-11-03,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,56.15053453
2007-11-06,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,41.02005932
2007-11-09,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,26.09511375
2007-11-15,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,95.65907199
2007-11-18,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,72.87938638
2007-11-21,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,67.78194994
2007-11-24,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,66.03209801
2007-11-27,ZM09_LA_JAGUA_VIA,9.5655278,-73.3326389,100.85927
